identifier,govIdentifier,RWStype,URL,name,description,siteAddressName,siteAddressStreet,siteAddressCity,siteAddressCounty,siteAddressCountry,siteAddressPostcode,latitude,longitude,telephone,openingHours,openingHoursNotes,openingHoursTransportRestrictions,ownerID,ownerName,operatorID,operatorCompanyID,operatorName,operatorAddressStreet,operatorAddressCity,operatorAddressCounty,operatorAddressCountry,operatorAddressPostcode,dateOpened,dateClosed,areaServed,proofOfResidency,accessibilityNotes,trade,ANPR,reuseShop,dateUpdated,dateValidFrom,dateValidTo
,,tb,,Winter Hey Lane,,Co-op Food,75-81 Winter Hey Lane,Bolton,Lancashire,eng,BL6 7PA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wistaston - Crewe Road,,Co-op Food,Crewe Road,Crewe,Cheshire,eng,CW2 6QT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wiveliscombe,,Co-op Food,The Square,Taunton,Somerset,eng,TA4 2JT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Woking - Westfield Road,,Co-op Food,53 Westfield Road,Woking,Surrey,eng,GU22 9NQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wollaton - Lambourne Drive,,Co-op Food,2b Lambourne Drive,Nottingham,Nottinghamshire,eng,NG8 1GR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Woodbridge Hill,,Co-op Food,48 Woodbridge Hill,Guildford,Surrey,eng,GU2 9AB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Woodsetton - Sedgley Road,,Co-op Food,67 Sedgley Road,Dudley,West Midlands,eng,DY1 4NE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Woodway Lane,,Co-op Food,Woodway Lane,Coventry,West Midlands,eng,CV2 2HX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Woolstanwood,,Co-op Food,645 West Street,Crewe,Cheshire,eng,CW2 8SL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Woolston - Bridge Road,,Co-op Food,49-51 Bridge Road,Southampton,Hampshire,eng,SO19 7GP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Woolton,,Co-op Food,273 Speke Road,Liverpool,Merseyside,eng,L25 0NN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wootton Fields,,Co-op Food,Wootton Fields Centre,Northampton,Northamptonshire,eng,NN4 6DY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Worcester - Barker Street,,Co-op Food,Barker Street,Worcester,Worcestershire,eng,WR3 8NP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wordsworth Avenue,,Co-op Food,Wordsworth Avenue,Newport Pagnell,Milton Keynes,eng,MK16 8SB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Worle - High Street,,Co-op Food,148 High Street,Weston-Super-Mare,Avon,eng,BS22 6HG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Worthing - Tarring Road,,Co-op Food,49-56 New Broadway,Worthing,West Sussex,eng,BN11 4HS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wraysbury Windsor Road,,Co-op Food,31 Windsor Road,Staines-Upon-Thames,Greater London,eng,TW19 5DE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Writtle,,Co-op Food,38-40 Long Brandocks,Chelmsford,Essex,eng,CM1 3JP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wyberton - London Road,,Co-op Food,289 London Road,Boston,Lincolnshire,eng,PE21 7DD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wylam - Main Road,,Co-op Food,Main Road,Wylam,Northumberland,eng,NE41 8DN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wynyard,,Co-op Food,Unit 2 The Granary,Billingham,Cleveland,eng,TS22 5QG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Yarm - Davenport Road,,Co-op Food,Davenport Road,Yarm,Cleveland,eng,TS15 9TN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Yeovil - 176 St. Michaels Ave,,Co-op Food,176 St. Michaels Avenue,Yeovil,Somerset,eng,BA21 4LX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,York - The Stonebow,,Co-op Food,8-10 The Stonebow,York,,eng,YO1 7NP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ayr - Alloway,,Co-op Food,Dunure Road,Ayr,South Ayrshire,sct,KA7 4HY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ballysillan Road,,Co-op Food,323 Ballysillan Road,Belfast,County Antrim,nir,BT14 6RE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Banchory,,Co-op Food,37 High Street,Banchory,Kincardineshire,sct,AB31 5TJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Bearsden - Stockiemuir Avenue,,Co-op Food,57 - 59 Stockiemuir Avenue,Glasgow,Lanarkshire,sct,G61 3JJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Beersbridge,,Co-op Food,361 Beersbridge Road,Belfast,County Antrim,nir,BT5 5DT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Belsize Road,,Co-op Food,100 Belsize Road,Lisburn,County Antrim,nir,BT27 4BP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Blackburn Aberdeen,,Co-op Food,Main Street,Aberdeen,Aberdeenshire,sct,AB21 0XN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Blackwood - Carlisle Road,,Co-op Food,75 Carlisle Road,Lanark,South Lanarkshire,sct,ML11 9RZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Blairgowrie - Coupar Angus Road,,Co-op Food,Coupar Angus Road,Blairgowrie,Perthshire,sct,PH10 6JR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Buchan Road - Fraserburgh,,Co-op Food,Buchan Road,Fraserburgh,Aberdeenshire,sct,AB43 9UG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Burghmuir Drive,,Co-op Food,Burghmuir Drive,Inverurie,Aberdeenshire,sct,AB51 4GY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Callander,,Co-op Food,124 Main Street,Callander,Stirling,sct,FK17 8BG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardwell Road,,Co-op Food,40 Cardwell Road,Gourock,Inverclyde,sct,PA19 1UH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Carnoustie - Barry Road,,Co-op Food,Barry Road,Carnoustie,Angus,sct,DD7 7QJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Conon Bridge - School Road,,Co-op Food,School Road,Dingwall,Ross-Shire,sct,IV7 8AF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cove Bay,,Co-op Food,125 Loirston Avenue,Aberdeen,Aberdeenshire,sct,AB12 3HE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cradlehall,,Co-op Food,Cradlehall Court,Inverness,Inverness-shire,sct,IV2 5DH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cregagh,,Co-op Food,61 Cregagh Road,Belfast,County Antrim,nir,BT6 8PY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Dalgety Bay - Harbour Drive,,Co-op Food,28 Lt Sales Avenue,Dunfermline,Fife,sct,KY11 9GB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Danderhall,,Co-op Food,2B Church Newton Road,Edinburgh,Midlothian,sct,EH22 1LT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Darvel,,Co-op Food,23 East Main Street,Darvel,Ayr,sct,KA17 0HR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Dingwall,,Co-op Food,Old Evanton Road,Dingwall,Highlands,sct,IV15 9GA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Doune - Castlehill Court,,Co-op Food,Castlehill Court,Doune,Perthshire,sct,FK16 6BT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Dreghorn,,Co-op Food,96 Townfoot,Irvine,Ayrshire,sct,KA11 4EZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Edinburgh - Dalry Road,,Co-op Food,114 Dalry Road,Edinburgh,Midlothian,sct,EH11 2EZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Edinburgh - Gilmerton South,,Co-op Food,Drum Road,Edinburgh,Midlothian,sct,EH17 8RJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Edinburgh - St John’s Road,,Co-op Food,141 St John’s Road,Edinburgh,Midlothian,sct,EH12 7SD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Edinburgh - Stockbridge,,Co-op Food,"6-8 Comely Bank
Road",Edinburgh,Midlothian,sct,EH4 1HG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Eliburn - Follyburn Place,,Co-op Food,1 Follyburn Place,Livingston,West Lothian,sct,EH54 6BF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ferniegair - Carlisle Road,,Co-op Food,1 Allanton Gardens,Hamilton,Lanarkshire,sct,ML3 7GQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Forres - Grantown Road,,Co-op Food,4 Grantown Road,Forres,Morayshire,sct,IV36 2UG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Glasgow - 470 Great Western Road,,Co-op Food,470 Great Western Road,Glasgow,Lanarkshire,sct,G12 8EW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Glasgow - Argyle Street,,Co-op Food,260 Argyle Street,Glasgow,Lanarkshire,sct,G2 8QW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Glenrothes - Woodside Road,,Co-op Food,Woodside Road,Glenrothes,Fife,sct,KY7 4AF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Golspie,,Co-op Food,Main Street,Golspie,Highlands,sct,KW10 6RA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Greenock - Eldon Street,,Co-op Food,21 Eldon Street,Greenock,Inverclyde,sct,PA16 7UG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hillsborough - Lisburn Street,,Co-op Food,8 Lisburn Street,Hillsborough,County Down,nir,BT26 6AB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hurlford - Academy Street,,Co-op Food,2 Academy Street,Kilmarnock,Ayrshire,sct,KA1 5BU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Invergordon - High Street,,Co-op Food,110 High Street,Invergordon,Ross-Shire,sct,IV18 0DL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kelso,,Co-op Food,Highcroft,Kelso,Roxburghshire,sct,TD5 7NB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kemnay,,Co-op Food,Station Road,Inverurie,Aberdeenshire,sct,AB51 5RB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kennoway - Bishops Court,,Co-op Food,11-16 Bishops court,Kennoway,Fife,sct,KY8 5LA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kilbirnie,,Co-op Food,61-63 Holmhead,Kilbirnie,North Ayrshire,sct,KA25 6BS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kilmacolm - Lochwinnoch Road,,Co-op Food,Campbell Place,Kilmacolm,Renfrewshire,sct,PA13 4HA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kingussie - High Street,,Co-op Food,24 High Street,Kingussie,Inverness-shire,sct,PH21 1HR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Kirkcaldy - Lauder Road,,Co-op Food,Lauder Road,Kirkcaldy,Fife,sct,KY2 5BD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Knockbreda,,Co-op Food,390 Ormeau Road,Belfast,County Antrim,nir,BT7 3HX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ladywell,,Co-op Food,Newyearfield,Livingston,West Lothian,sct,EH54 6AB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Lenzie - Kirkintilloch Road,,Co-op Food,Kirkintilloch Road,Kirkintilloch,Glasgow,sct,G66 4LD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Livingston,,Co-op Food,Bankton Retail Centre,Livingston,West Lothian,sct,EH54 9DA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,"Lossiemouth - Queens
Street",,Co-op Food,44 Queen Street,Lossiemouth,,sct,IV31 6PN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Main Road - Cardross,,Co-op Food,Main Road,Dumbarton,Dunbartonshire,sct,G82 5PD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Markinch,,Co-op Food,20 High Street,Markinch,Fife,sct,KY7 6DQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Mayfield,,Co-op Food,14-15 Mayfield Terrace,Arbroath,Angus,sct,DD11 5DJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Mearnskirk - Mearns Road,,Co-op Food,Unit 2 421 Mearns Road,Newton Mearns,Renfrewshire,sct,G77 5RY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Milton of Campsie - Antermony Road,,Co-op Food,Antermony Road,Glasgow,Lanarkshire,sct,G66 8DB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Muir Of Ord,,Co-op Food,Great North Road,Muir Of Ord,Ross-Shire,sct,IV6 7TP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Musselburgh,,Co-op Food,Clayknowes Road,Musselburgh,Midlothian,sct,EH21 6UW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Nairn - King Street,,Co-op Food,King Street,Nairn,Highlands,sct,IV12 4DN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,"Newton Mearns - Broom
Road East",,Co-op Food,86 Broom Road East,Glasgow,Lanarkshire,sct,G77 5SR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Newtown St Boswells,,Co-op Food,Station Yard,Melrose,Roxburghshire,sct,TD6 0PP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Old Park Road,,Co-op Food,523-525 Old Park Road,Belfast,County Antrim,nir,BT14 6QU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Panmuirfield,,Co-op Food,134 Lawers Drive,Dundee,Angus,sct,DD5 3UN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Perth - Darnhall Drive,,Co-op Food,17 Darnhall Drive,Perth,Perthshire,sct,PH2 0HD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Perth - Tulloch Square,,Co-op Food,Tulloch Square,Perth,Perthshire,sct,PH1 2PW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Stonehaven - Kirkton Road,,Co-op Food,Kirkton Road,Stonehaven,Kincardineshire,sct,AB39 2HQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Pitmedden,,Co-op Food,Tarves Road,Ellon,Aberdeenshire,sct,AB41 7NY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Portree - Bank Street,,Co-op Food,Bank Street,Portree,Highlands,sct,IV51 9DA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Redcloak,,Co-op Food,Redcloak Drive,Stonehaven,Kincardineshire,sct,AB39 2XJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Robertson Road,,Co-op Food,Robertson Road,Dunfermline,Fife,sct,KY12 0XS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Scone,,Co-op Food,60 Perth Road,Perth,Perthshire,sct,PH2 6JL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Stirling,,Co-op Food,Pike Road,Stirling,Stirlingshire,sct,FK7 7XJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Strichen,,Co-op Food,2-4 Bridge Street,Fraserburgh,Aberdeenshire,sct,AB43 6SS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Telford Street,,Co-op Food,74 Telford Street,Inverness,Inverness-shire,sct,IV3 5LS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,The Square,,Co-op Food,16 High St,Kirriemuir,Angus,sct,DD8 4EY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Tollcross - Glasgow,,Co-op Food,997 Tollcross Road,Glasgow,Lanarkshire,sct,G32 8UU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,West Linton,,Co-op Food,21-23 Main Street,West Linton,Peeblesshire,sct,EH46 7EE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wester Inshes - Inverness,,Co-op Food,West Inches Place,Inverness,Inverness-shire,sct,IV2 5HZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wigtown,,Co-op Food,30 North Main Street,Newton Stewart,Wigtownshire,sct,DG8 9HJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Store Name,,Co-op Food,Address,Post Town,County,Country,Post Code,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Aston,,Co-op Food,21-23 Central Drive,Deeside,Flintshire,pla,CH5 1LR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Bodelwyddan - Ty Fry Lane,,Co-op Food,Ty Fry Lane,Rhyl,Denbighshire,pla,LL18 5TE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Broughton - Main Road,,Co-op Food,Main Road,Chester,Flintshire,pla,CH4 0NR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Bryncae,,Co-op Food,Bridgend Road,Pontyclun,Mid Glamorgan,pla,CF72 9RP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Bryncoch - Main Road,,Co-op Food,Main Road,Neath,West Glamorgan,pla,SA10 7TW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Builth Wells - Brecon Road,,Co-op Food,Brecon Road,Builth Wells,Powys,pla,LD2 3ED,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardiff - Capital Quarter,,Co-op Food,Tyndall Street,Cardiff,South Glamorgan,pla,CF10 4BQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardiff - Cyncoed Road,,Co-op Food,360 Cyncoed Road,Cardiff,South Glamorgan,pla,CF23 6RZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardiff - Heol Y Deri,,Co-op Food,8A-8B Heol Y Deri,Cardiff,South Glamorgan,pla,CF14 6HF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardiff - Kings Road,,Co-op Food,Kings Road,Cardiff,South Glamorgan,pla,CF11 9DF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardiff - Pierhead Street,,Co-op Food,Pierhead Street,Cardiff,South Glamorgan,pla,CF10 4QP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardiff - Pontcanna Street,,Co-op Food,89 Pontcanna Street,Cardiff,South Glamorgan,pla,CF11 9HS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardiff - Senghenydd Road,,Co-op Food,Senghenydd Road,Cardiff,South Glamorgan,pla,CF10 3QN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cardiff - Waungron Road,,Co-op Food,12 Waungron Road,Cardiff,South Glamorgan,pla,CF5 2JJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Carmarthen,,Co-op Food,46 King Street,Carmarthen,Carmarthenshire,pla,SA31 1BH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Crwys Road,,Co-op Food,Crwys Road,Cardiff,South Glamorgan,pla,CF24 4NE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Cwmavon,,Co-op Food,Heol Jiwbill,Port Talbot,Neath Port Talbot,pla,SA12 9NR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Deganwy - Park Road,,Co-op Food,Junction of Pentwyn and Park Road,Conwy,Gwynedd,pla,LL31 9TH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Garnant - Cwmamman Road,,Co-op Food,Cwmamman Road,Ammanford,Carmarthenshire,pla,SA18 1LS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Gilfach Goch - Garden Village,,Co-op Food,Garden Village,Porth,Glamorgan,pla,CF39 8UH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Gowerton - Sterry Road,,Co-op Food,29 Sterry Road,Swansea,West Glamorgan,pla,SA4 3BW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Griffithstown,,Co-op Food,5 Windsor Road,Pontypool,Torfaen,pla,NP4 5HY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Hope - Hawarden Road,,Co-op Food,The Red Lion - Hawarden Road,Wrexham,Flintshire,pla,LL12 9NG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Killay - The Precinct,,Co-op Food,Unit 6 The Precinct,Swansea,West Glamorgan,pla,SA2 7BA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Llandaff North - Station Road,,Co-op Food,143 Station Road,Cardiff,South Glamorgan,pla,CF14 2FF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Llandybie - High Street,,Co-op Food,High Street,Ammanford,Carmarthenshire,pla,SA18 3JA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Machen - Commercial Road,,Co-op Food,70 Commercial Road,Caerphilly,Monmouthshire,pla,CF83 8PG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Magor - Newport Road,,Co-op Food,Newport Road,Caldicot,Monmouthshire,pla,NP26 3EG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Market Street - Rhos,,Co-op Food,Market Street,Wrexham,Clwyd,pla,LL14 1AF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Nelson,,Co-op Food,6-10 Commercial Street,Treharris,Mid Glamorgan,pla,CF46 6NF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Penyffordd - Hawarden Road,,Co-op Food,Hawarden Road,Penyffordd,Flintshire,pla,CH4 0JE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Llandaff,,Co-op Food,Llantrisant Road,Cardiff,South Glamorgan,pla,CF5 2PW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Petrol Old Colwyn,,Co-op Food,Colwyn Service Station,Colwyn Bay,Conwy,pla,LL29 9YG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
